system:index,NBR_amp,NBR_mean,NBR_pha,NDMI_amp,NDMI_mean,NDMI_pha,NDVI_amp,NDVI_mean,NDVI_pha,cls,elev,ptid,slope,.geo
429_0,0.02132052833481864,0.6971835,2.8813027846832284,0.024881020049844795,0.4256563,2.9531201017903164,0.03616704406754597,0.8409023,2.2776485353033076,2,2848,429,25.718,"{""type"":""MultiPoint"",""coordinates"":[]}"
430_0,0.04299531055533589,0.7482221,2.339693318992554,0.05441232514780063,0.4867636,2.2954008938831247,0.03357755041443105,0.8666955,2.4416467764419583,2,1599,430,21.067167,"{""type"":""MultiPoint"",""coordinates"":[]}"
431_0,0.07896207581956122,0.61186624,-2.5756021749819253,0.06046384784822664,0.31982407,-2.5053555473811207,0.05222542405142335,0.8159911,-2.7929035400192306,2,2414,431,40.06096,"{""type"":""MultiPoint"",""coordinates"":[]}"
432_0,0.07054798764615276,0.6999898,1.993514927990701,0.07910643237140992,0.4484929,1.881800963697375,0.040013119534165406,0.78851557,3.0853770733646004,2,2706,432,41.946472,"{""type"":""MultiPoint"",""coordinates"":[]}"
433_0,0.057377814205470716,0.49785185,-3.069264950680432,0.035523836529229705,0.2813366,2.164206532690527,0.035592746294951405,0.72046036,2.642826797085297,2,2762,433,39.061893,"{""type"":""MultiPoint"",""coordinates"":[]}"
434_0,0.021570360470656663,0.6412554,3.125702833610946,0.02150355124937555,0.37415937,3.1301491415364118,0.028408919737327478,0.81456995,2.2693236566833073,2,2715,434,24.847263,"{""type"":""MultiPoint"",""coordinates"":[]}"
435_0,0.023514526325964964,0.65837586,-2.9755171136333547,0.028409638515857902,0.3853083,2.9467393844629526,0.03305766876918667,0.8138538,2.704762015741884,2,2402,435,25.648537,"{""type"":""MultiPoint"",""coordinates"":[]}"
436_0,0.051948407580746085,0.60480845,2.663905391743441,0.05189471336472091,0.32400066,2.5649302709839077,0.050706462195422825,0.8143026,2.644101360345596,2,2651,436,42.131294,"{""type"":""MultiPoint"",""coordinates"":[]}"
437_0,0.04574028216672521,0.61869276,2.541021962481251,0.05216064723314654,0.35730144,2.551628535074174,0.03584230018608244,0.8087047,2.189944737152537,2,2914,437,19.757452,"{""type"":""MultiPoint"",""coordinates"":[]}"
438_0,0.02248823038131692,0.58963865,-2.1446270877185345,0.024859330321469968,0.31261986,-2.090207161398146,0.02719728267373592,0.7733335,2.7610460838794126,2,2578,438,31.158003,"{""type"":""MultiPoint"",""coordinates"":[]}"
439_0,0.03908797943587447,0.6982346,2.283447584075064,0.03455232295117386,0.4343821,2.485419075369488,0.05298092109729432,0.8139872,2.7445905215299398,2,2360,439,25.917738,"{""type"":""MultiPoint"",""coordinates"":[]}"
440_0,0.02582605538148661,0.7305622,-2.9758581610090453,0.01990188882693579,0.46945268,2.0059963486639862,0.02745836067502274,0.8804486,-3.0734748308098094,2,1223,440,13.683539,"{""type"":""MultiPoint"",""coordinates"":[]}"
441_0,0.0297633976578155,0.591943,-3.0685712332802786,0.026784473111604496,0.30491474,-2.7971387235311496,0.042233636848223566,0.78469443,2.818251513950815,2,2264,441,33.606953,"{""type"":""MultiPoint"",""coordinates"":[]}"
442_0,0.05513303420109738,0.7254167,2.132645944754584,0.061933664253849684,0.46853822,2.2777882940381886,0.04666673971798416,0.8454937,2.024108274936234,2,2813,442,11.924461,"{""type"":""MultiPoint"",""coordinates"":[]}"
443_0,0.03637283613800959,0.59134716,-3.051908123190539,0.02198913196793506,0.34897548,3.0052788612881436,0.04000461998234103,0.7839587,2.7971698845282704,2,2613,443,29.666857,"{""type"":""MultiPoint"",""coordinates"":[]}"
444_0,0.04386619942674458,0.66008174,2.712662710831114,0.030546061891025957,0.38816822,2.6158448445859337,0.04462798879697951,0.8150303,2.488846738310851,2,2769,444,17.23012,"{""type"":""MultiPoint"",""coordinates"":[]}"
445_0,0.030304211898092123,0.67505115,2.559345307474027,0.03668406642002262,0.40309477,2.665164850496603,0.03624774087873495,0.8238358,2.4353966417131065,2,2485,445,22.93027,"{""type"":""MultiPoint"",""coordinates"":[]}"
446_0,0.022621911562676084,0.63254434,-2.797468774721553,0.026386099798972086,0.3773336,2.7928683094166233,0.0399261910627687,0.79357135,3.078047105618598,2,2591,446,26.234337,"{""type"":""MultiPoint"",""coordinates"":[]}"
